first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,target,address,postcode,state,country,property_valuation
Merrielle,Vegas,F,20,1996-05-22,Director of Sales,missing,Mass Customer,N,Yes,1.0,1,135 Crest Line Drive,2044,NSW,Australia,10
Hollyanne,McCarter,F,31,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,N,No,16.0,0,63576 Anzinger Trail,2168,NSW,Australia,9
Quintus,Whear,M,58,1986-01-21,Safety Technician I,Retail,High Net Worth,N,No,5.0,0,05 Charing Cross Plaza,2320,NSW,Australia,5
Audry,Scurrey,F,69,1992-03-25,Junior Executive,Telecommunications,Affluent Customer,N,No,3.0,1,261 Farmco Drive,4118,QLD,Australia,4
Ally,Folliott,F,0,1978-03-22,VP Marketing,Telecommunications,Mass Customer,N,No,18.0,0,0 Northport Hill,3043,VIC,Australia,8
Phillie,Bradforth,F,23,1998-03-19,Research Nurse,Health,Mass Customer,N,No,2.0,0,894 Maple Wood Drive,2251,NSW,Australia,10
Isobel,Lampett,F,44,1997-10-16,Professor,Financial Services,High Net Worth,N,Yes,5.0,0,05 Daystar Lane,2560,NSW,Australia,8
Alina,Rickson,F,73,1973-09-30,Sales Representative,Retail,High Net Worth,N,No,7.0,0,81167 Division Hill,2873,NSW,Australia,1
Ludovico,Bertot,M,7,1958-06-14,VP Accounting,Financial Services,Affluent Customer,N,Yes,5.0,1,761 Bellgrove Lane,2541,NSW,Australia,7
Hedda,Lathom,F,38,1974-04-30,Librarian,Entertainment,High Net Worth,N,No,18.0,1,614 Shopko Trail,4350,QLD,Australia,3
Stephani,Mellhuish,F,42,1955-11-28,missing,Manufacturing,Mass Customer,N,No,10.0,0,1911 Waxwing Point,2761,NSW,Australia,9
Rollie,missing,M,90,1992-02-26,Sales Representative,Retail,Mass Customer,N,Yes,8.0,0,0 Kedzie Junction,2155,NSW,Australia,10
Claresta,Carnier,F,38,1988-05-06,Technical Writer,Health,Affluent Customer,N,No,22.0,0,0108 Forster Parkway,4017,QLD,Australia,6
Trudy,Huffy,F,12,1971-03-24,Senior Developer,Manufacturing,Affluent Customer,N,Yes,16.0,0,466 Briar Crest Junction,2222,NSW,Australia,10
Barton,Baudts,M,38,1978-06-05,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13.0,1,6072 Ridge Oak Junction,2222,NSW,Australia,10
Lucina,Metcalf,F,13,1978-05-07,Paralegal,Financial Services,Mass Customer,N,No,13.0,0,31445 Morningstar Drive,3429,VIC,Australia,5
Mabel,Marousek,F,30,1997-09-25,Engineer IV,Health,Mass Customer,N,No,1.0,1,22619 Schurz Street,2321,NSW,Australia,4
Lira,Durn,F,23,1983-12-26,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,15.0,0,61 Kim Avenue,2079,NSW,Australia,10
Jacky,Jerosch,M,40,1977-09-06,Senior Developer,Property,High Net Worth,N,Yes,11.0,0,12103 Merchant Circle,3072,VIC,Australia,9
Shandie,Sprigg,U,81,1970-01-01,Programmer II,IT,Mass Customer,N,No,0.0,1,3 Porter Center,2230,NSW,Australia,9
Gunar,Petasch,M,45,1978-07-23,VP Sales,Financial Services,Affluent Customer,N,Yes,14.0,0,7 Luster Trail,2007,NSW,Australia,8
Cindy,Freeborn,F,28,1968-10-24,Legal Assistant,Property,Affluent Customer,N,No,13.0,0,7 Dahle Avenue,2620,NSW,Australia,9
Matthieu,Schruur,M,80,1973-10-21,Accounting Assistant II,missing,High Net Worth,N,No,15.0,1,7 Magdeline Trail,3034,VIC,Australia,10
Martino,Shalcros,M,0,1989-05-01,Internal Auditor,Property,High Net Worth,N,No,15.0,0,275 Lindbergh Parkway,2086,NSW,Australia,11
Dyann,Turbard,F,79,1967-02-26,VP Quality Control,Manufacturing,Mass Customer,N,No,11.0,1,592 Tennessee Alley,2231,NSW,Australia,10
Frank,Vallerine,F,15,1959-06-25,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10.0,0,0 American Ash Parkway,3175,VIC,Australia,7
Dulcinea,Janssen,F,67,1968-08-19,Structural Engineer,Manufacturing,High Net Worth,N,No,16.0,1,387 Pawling Drive,2580,NSW,Australia,4
Marlie,Lister,F,12,1982-01-09,missing,missing,Mass Customer,N,Yes,7.0,0,0 Evergreen Road,3037,VIC,Australia,7
Kaine,Parkeson,M,93,1971-11-04,missing,Financial Services,Mass Customer,N,No,14.0,0,51529 Cascade Place,3550,VIC,Australia,4
Paulie,Akerman,M,12,1987-06-08,Editor,missing,High Net Worth,N,No,14.0,0,457 Ryan Road,3218,VIC,Australia,7
Byrom,Draisey,M,75,1995-09-25,VP Product Management,Health,High Net Worth,N,Yes,14.0,1,94219 Buell Circle,2020,NSW,Australia,9
Barbey,Ville,F,83,1970-11-01,Account Executive,Property,Mass Customer,N,No,19.0,0,267 Lukken Park,3930,VIC,Australia,9
Kristyn,missing,F,19,1965-01-05,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0,1,54 Harbort Road,2480,NSW,Australia,7
Aundrea,Reisenberg,F,9,1977-04-04,Junior Executive,Manufacturing,Mass Customer,N,No,16.0,1,81 American Place,2259,NSW,Australia,6
Arte,Witchell,M,5,1988-01-22,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,0,2388 Thackeray Place,3130,VIC,Australia,10
Constantia,Sirr,F,32,1981-03-16,Director of Sales,Health,Mass Customer,N,Yes,13.0,0,85957 Basil Way,3029,VIC,Australia,7
Carlina,Pencot,F,63,1989-09-30,Software Engineer I,IT,Affluent Customer,N,Yes,12.0,1,01 Cottonwood Junction,2285,NSW,Australia,7
Marti,Bisterfeld,F,43,1962-04-27,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6.0,0,37 Sutherland Terrace,2830,NSW,Australia,4
Sebastian,Trass,M,38,2000-01-08,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1.0,1,7929 Grasskamp Trail,2119,NSW,Australia,11
Eben,Powley,M,61,1985-07-24,missing,Financial Services,Mass Customer,N,Yes,10.0,0,4 Hoard Pass,2153,NSW,Australia,9
Aloisia,Shawel,F,94,1973-07-28,Social Worker,Health,Affluent Customer,N,No,18.0,0,2 Dunning Alley,2120,NSW,Australia,10
Stillmann,Wilfling,M,83,1959-09-12,Help Desk Operator,Property,Affluent Customer,N,No,20.0,1,61949 7th Road,4573,QLD,Australia,8
Keeley,Hawsby,F,17,1978-07-07,missing,Retail,Affluent Customer,N,Yes,16.0,1,26 Lotheville Court,2085,NSW,Australia,11
Rancell,Yven,M,87,1965-04-19,Geologist I,missing,Mass Customer,N,No,17.0,1,3765 Mandrake Alley,2763,NSW,Australia,9
Sharon,Cranage,F,24,1969-02-28,Dental Hygienist,Health,Mass Customer,N,No,9.0,0,67348 Lakewood Gardens Road,2852,NSW,Australia,2
Bryanty,Megarrell,M,75,1974-05-21,Web Designer IV,Financial Services,High Net Worth,N,Yes,18.0,0,014 Birchwood Parkway,3030,VIC,Australia,7
Junia,Humerstone,F,6,1969-12-31,Research Nurse,Health,High Net Worth,N,No,16.0,1,17357 Katie Center,3677,VIC,Australia,4
Steward,Beedham,M,24,1978-06-01,Graphic Designer,missing,Affluent Customer,N,Yes,6.0,0,5772 Kennedy Junction,3030,VIC,Australia,5
Carroll,Cobbin,M,9,1978-02-28,missing,missing,Mass Customer,N,Yes,17.0,1,560 Melody Alley,4122,QLD,Australia,7
Pen,Earey,F,64,1965-05-13,Sales Associate,Manufacturing,Mass Customer,N,Yes,19.0,0,92 Waubesa Center,2760,NSW,Australia,8
Lolly,Junkison,F,23,1986-03-22,Pharmacist,Health,Affluent Customer,N,Yes,11.0,1,359 Kropf Point,2750,NSW,Australia,9
Bartholomeo,Meeke,M,36,1973-02-04,Human Resources Assistant III,Property,High Net Worth,N,Yes,18.0,0,75 Scott Place,3806,VIC,Australia,7
Robbert,Blakey,M,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,No,8.0,1,2 Eliot Lane,2155,NSW,Australia,11
Glenn,Tinham,U,80,1970-01-01,Financial Analyst,Financial Services,Mass Customer,N,Yes,0.0,0,3466 Truax Terrace,2127,NSW,Australia,8
Erin,Shawell,M,34,1994-05-31,Product Engineer,Manufacturing,Affluent Customer,N,No,1.0,1,9 7th Terrace,2155,NSW,Australia,10
Ibrahim,Wibrew,M,94,1993-08-10,missing,missing,High Net Worth,N,No,6.0,0,65209 Merrick Avenue,4873,QLD,Australia,2
Hildagarde,Eyrl,F,15,1960-10-05,Geologist I,Entertainment,Affluent Customer,N,No,11.0,0,90351 Duke Junction,4820,QLD,Australia,1
Genia,Bartel,F,31,1963-12-18,General Manager,missing,Affluent Customer,N,Yes,7.0,0,47 Glacier Hill Junction,4873,QLD,Australia,2
Tabb,McKeowon,M,11,1967-10-31,missing,Telecommunications,Mass Customer,N,No,16.0,0,7978 Carberry Way,4817,QLD,Australia,2
Jacklyn,Kewley,F,42,2001-11-02,Help Desk Technician,Manufacturing,Mass Customer,N,No,1.0,1,795 Arapahoe Hill,4818,QLD,Australia,7
Codie,Arnecke,M,63,1997-10-01,Desktop Support Technician,Property,Mass Customer,N,No,2.0,0,6 Lerdahl Plaza,4519,QLD,Australia,6
Les,Ellwood,M,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,1,60320 Emmet Road,4806,QLD,Australia,4
Mahalia,missing,F,81,1996-08-19,Research Assistant I,Manufacturing,Mass Customer,N,No,5.0,0,11 Golf Pass,4805,QLD,Australia,2
Quillan,McDuffie,M,60,1958-12-18,Graphic Designer,Retail,Mass Customer,N,Yes,5.0,1,563 Northport Drive,4701,QLD,Australia,1
Erhart,Glazebrook,M,5,1982-05-20,missing,Health,Affluent Customer,N,No,11.0,0,8 Eggendart Court,2478,NSW,Australia,9
Granny,Lukes,M,8,1986-05-11,Food Chemist,Health,High Net Worth,N,No,9.0,0,91336 Spenser Street,4560,QLD,Australia,6
Prentiss,MacVicar,M,40,1972-06-19,Assistant Professor,Property,Affluent Customer,N,Yes,9.0,0,33 Rockefeller Avenue,4740,QLD,Australia,2
Nefen,Ferriere,M,89,1978-04-21,Geological Engineer,Manufacturing,Mass Customer,N,No,6.0,1,71 Sundown Circle,4720,QLD,Australia,1
Emmi,Dymock,F,23,1973-11-24,Assistant Professor,Financial Services,Mass Customer,N,No,9.0,1,33 Bayside Way,4702,QLD,Australia,1
Fremont,Spawton,M,92,1989-10-01,Tax Accountant,Property,Mass Customer,N,No,9.0,0,23 Hollow Ridge Avenue,4702,QLD,Australia,2
Candice,Lohde,F,61,1971-02-16,Legal Assistant,Manufacturing,Mass Customer,N,No,4.0,0,16623 Mariners Cove Plaza,4127,QLD,Australia,2
Aindrea,MacConchie,F,90,1967-12-07,Technical Writer,missing,High Net Worth,N,Yes,19.0,0,884 Shoshone Lane,4670,QLD,Australia,3
Elliot,Posselow,M,41,1973-06-16,Nurse,Manufacturing,Affluent Customer,N,No,8.0,0,12 Prentice Point,4670,QLD,Australia,1
Michail,Heart,M,48,1994-02-28,missing,Health,Mass Customer,N,Yes,7.0,0,7008 Warner Park,4670,QLD,Australia,2
Kipper,Monck,M,72,1987-07-22,Biostatistician I,Property,Mass Customer,N,Yes,2.0,0,51673 Heffernan Park,4655,QLD,Australia,3
Harry,missing,M,68,1978-05-02,Human Resources Manager,Health,Mass Customer,N,Yes,10.0,0,32 Meadow Ridge Alley,4610,QLD,Australia,1
Leopold,Dainton,M,39,1979-06-03,Safety Technician IV,Entertainment,Affluent Customer,N,Yes,19.0,0,37 Clarendon Lane,4655,QLD,Australia,3
Baudoin,McCartney,M,20,1989-12-06,missing,Financial Services,High Net Worth,N,Yes,2.0,0,7 Onsgard Court,4551,QLD,Australia,9
Ravid,Kilgallon,M,56,1990-08-25,Account Coordinator,Property,High Net Worth,N,Yes,7.0,0,543 Victoria Park,4702,QLD,Australia,6
Cullen,Langshaw,M,72,1983-02-27,Paralegal,Financial Services,Affluent Customer,N,No,10.0,0,640 Toban Hill,4702,QLD,Australia,6
Jo-anne,Pringer,F,71,1994-07-11,Accounting Assistant II,Telecommunications,Mass Customer,N,Yes,6.0,0,93 Corben Crossing,4506,QLD,Australia,4
Nettie,Bulfit,F,2,1985-04-04,missing,Manufacturing,Affluent Customer,N,No,17.0,1,26 Portage Junction,4503,QLD,Australia,5
Hieronymus,Whinray,M,48,1974-07-31,General Manager,Financial Services,Affluent Customer,N,Yes,14.0,0,7928 Mendota Circle,4503,QLD,Australia,2
Emmerich,Tinkler,M,12,1977-11-16,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20.0,1,1075 Raven Place,4512,QLD,Australia,7
Francisca,Whittek,F,70,1966-01-10,General Manager,Health,Mass Customer,N,Yes,8.0,0,0 Summerview Pass,4511,QLD,Australia,2
Farrel,Waiting,M,24,1964-06-07,Dental Hygienist,Health,Affluent Customer,N,No,4.0,0,7310 Shopko Trail,4500,QLD,Australia,8
Elias,Gerrie,M,26,1972-12-26,Help Desk Technician,missing,Mass Customer,N,Yes,9.0,0,6659 Kenwood Plaza,4380,QLD,Australia,1
Betsy,Schruurs,F,14,1998-11-15,Pharmacist,Health,Affluent Customer,N,No,2.0,0,41 Knutson Alley,4370,QLD,Australia,4
Burr,Lygoe,M,30,1962-08-12,Staff Accountant I,Financial Services,Mass Customer,N,No,20.0,0,67396 Roxbury Court,4817,QLD,Australia,3
Horacio,Peyntue,M,71,1978-01-24,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,15.0,0,55 Hauk Court,4350,QLD,Australia,7
Leighton,Zisneros,M,29,1968-07-07,Administrative Assistant III,Manufacturing,Affluent Customer,N,Yes,16.0,0,131 Tony Road,4213,QLD,Australia,8
Garald,Pidler,M,99,1980-11-15,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14.0,1,791 Elgar Trail,4340,QLD,Australia,5
Tory,Minnette,F,43,1994-08-23,Clinical Specialist,Health,Mass Customer,N,No,1.0,0,617 Welch Street,4122,QLD,Australia,7
Alexis,Aronov,M,30,1976-01-28,Junior Executive,Entertainment,Affluent Customer,N,No,11.0,0,1 Namekagon Plaza,4306,QLD,Australia,8
Tomkin,Fudge,M,44,1973-05-23,Office Assistant III,Manufacturing,Mass Customer,N,Yes,12.0,1,3 Blaine Road,4306,QLD,Australia,6
Mina,Clawley,F,83,1975-06-28,Senior Quality Engineer,Manufacturing,High Net Worth,N,Yes,16.0,1,77 Pankratz Plaza,4306,QLD,Australia,8
Nicko,Saddleton,M,72,1960-10-23,Systems Administrator I,Financial Services,Mass Customer,N,Yes,20.0,1,4081 Veith Lane,4306,QLD,Australia,4
Abra,Cuardall,F,51,1979-10-07,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,18.0,0,55 Elgar Park,4306,QLD,Australia,7
Shelley,Stroyan,M,35,1973-07-16,missing,missing,Mass Customer,N,Yes,8.0,0,9821 Fair Oaks Trail,4306,QLD,Australia,1
Vassily,Ramalho,M,49,1967-08-08,VP Marketing,Financial Services,High Net Worth,N,Yes,6.0,1,19679 Buell Pass,4305,QLD,Australia,5
Warner,Zuker,M,0,1980-08-16,Quality Engineer,Health,Mass Customer,N,No,12.0,1,8 Kinsman Alley,4304,QLD,Australia,2
Alice,Backson,F,56,1961-06-02,missing,missing,Affluent Customer,N,No,20.0,0,9989 Toban Way,4301,QLD,Australia,3
Vidovic,Fretson,M,89,1980-10-07,Quality Engineer,IT,Mass Customer,N,No,8.0,0,378 Butterfield Pass,4300,QLD,Australia,6
Cari,Worling,F,31,1974-09-28,missing,Manufacturing,Mass Customer,N,Yes,15.0,0,7 Schurz Parkway,4212,QLD,Australia,7
Irving,Murton,M,66,1997-01-25,Nurse,Argiculture,Mass Customer,N,Yes,5.0,1,07780 Autumn Leaf Drive,4209,QLD,Australia,7
Essy,Vondrak,F,61,1989-03-11,Paralegal,Financial Services,Affluent Customer,N,Yes,9.0,0,87 Reinke Drive,4211,QLD,Australia,6
Shay,Gimbart,M,91,1981-02-12,Social Worker,Health,Mass Customer,N,No,3.0,0,3 Gina Center,4210,QLD,Australia,7
Guglielmo,Yele,M,35,1974-04-06,Research Nurse,Health,Mass Customer,N,No,16.0,0,029 Scott Center,4205,QLD,Australia,5
Maddy,Aiskovitch,F,72,1977-01-17,Media Manager IV,missing,Affluent Customer,N,No,12.0,1,36072 Lakewood Gardens Court,4051,QLD,Australia,8
Sisely,Strelitzer,F,0,1991-03-10,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,9.0,0,408 Grover Place,4165,QLD,Australia,9
Trix,missing,F,17,1991-11-25,Structural Analysis Engineer,Health,Mass Customer,N,No,9.0,1,392 Ridge Oak Road,4165,QLD,Australia,7
Ericka,Eggers,F,29,1998-05-03,Biostatistician I,Financial Services,Affluent Customer,N,Yes,2.0,1,9 Sugar Junction,4053,QLD,Australia,7
Nollie,Guilliatt,M,64,1972-04-27,missing,Argiculture,Mass Customer,N,No,15.0,0,0917 Golf View Parkway,4217,QLD,Australia,1
Emmy,Lumbly,M,23,1977-11-16,Administrative Assistant III,missing,High Net Worth,N,No,11.0,0,16039 Warrior Parkway,4130,QLD,Australia,7
Averil,Gentiry,M,97,1970-03-01,Executive Secretary,Financial Services,High Net Worth,N,Yes,6.0,0,3 School Place,4124,QLD,Australia,4
Doyle,Oleksinski,M,13,1956-04-12,Occupational Therapist,Health,Affluent Customer,N,Yes,13.0,0,9120 Corry Avenue,4208,QLD,Australia,7
Emlyn,Musgrave,F,73,1970-09-06,Dental Hygienist,Health,High Net Worth,N,Yes,10.0,1,2 Shoshone Way,4123,QLD,Australia,6
Andrey,Conre,M,34,1976-08-27,Analog Circuit Design manager,missing,Affluent Customer,N,Yes,18.0,0,32 Vidon Point,4118,QLD,Australia,7
Adlai,Fabry,M,95,1977-03-22,VP Marketing,missing,Mass Customer,N,No,13.0,0,515 Bunting Point,4115,QLD,Australia,8
Keane,Leebeter,M,38,1986-12-20,Geological Engineer,Manufacturing,High Net Worth,N,Yes,13.0,0,67727 Westerfield Hill,4164,QLD,Australia,9
Sharona,Cunah,F,89,1984-10-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,0,0 Moland Parkway,4127,QLD,Australia,7
Magda,Baugh,F,96,1994-07-16,Food Chemist,Health,Affluent Customer,N,No,8.0,0,764 Dahle Alley,4115,QLD,Australia,8
Hughie,Laboune,M,59,1986-02-09,Analyst Programmer,Property,Mass Customer,N,No,22.0,1,72 Shasta Plaza,4152,QLD,Australia,4
De,Eilhart,F,25,1970-02-23,Clinical Specialist,Health,Mass Customer,N,Yes,6.0,0,210 Esch Park,2452,NSW,Australia,8
Ebba,Comport,F,46,1973-06-24,missing,IT,Mass Customer,N,Yes,12.0,1,55326 Fulton Hill,3931,VIC,Australia,10
Steven,Castellaccio,M,79,1990-03-06,Recruiter,Retail,High Net Worth,N,Yes,18.0,0,482 Bartelt Junction,4280,QLD,Australia,7
Barrett,Lindley,M,2,1973-01-18,General Manager,Retail,Mass Customer,N,Yes,5.0,1,58563 Monterey Hill,4300,QLD,Australia,2
Barbe,Assender,F,10,1966-08-17,Senior Developer,Financial Services,Mass Customer,N,Yes,4.0,1,889 Straubel Way,4055,QLD,Australia,6
Trevor,St. Paul,M,20,1955-07-18,missing,Entertainment,Mass Customer,N,Yes,12.0,0,9 Dawn Court,4128,QLD,Australia,2
Fae,missing,F,4,1983-10-29,missing,Manufacturing,High Net Worth,N,Yes,7.0,0,1988 Bartillon Terrace,4500,QLD,Australia,3
Bree,Domenge,F,29,1994-07-05,Editor,Argiculture,Affluent Customer,N,No,8.0,1,57384 Sycamore Park,4370,QLD,Australia,6
Kathye,Christie,F,37,2001-10-16,Data Coordiator,Financial Services,Mass Customer,N,Yes,1.0,0,276 Hoffman Road,4017,QLD,Australia,8
Kristofor,Mockes,M,27,1988-04-04,Account Executive,missing,High Net Worth,N,Yes,9.0,1,98791 Johnson Way,4053,QLD,Australia,7
Randie,Arnowitz,F,88,1978-02-22,Web Designer III,Manufacturing,Mass Customer,N,No,11.0,1,7 John Wall Parkway,4020,QLD,Australia,5
Ty,Belliard,M,67,1968-08-25,Account Executive,Argiculture,High Net Worth,N,Yes,14.0,0,0693 Eagan Court,4019,QLD,Australia,4
Goddard,Tinn,M,15,1966-02-23,Biostatistician III,Health,Affluent Customer,N,Yes,5.0,0,38 Main Park,3188,VIC,Australia,8
Sarita,Khosa,F,57,1995-11-25,Director of Sales,Property,Affluent Customer,N,No,6.0,0,2 Shasta Street,3977,VIC,Australia,8
Stavro,Gargett,M,19,1981-09-02,Budget/Accounting Analyst IV,IT,Mass Customer,N,Yes,6.0,1,27 Farmco Pass,3806,VIC,Australia,8
Wendy,Randlesome,F,65,1989-07-15,Database Administrator IV,missing,Mass Customer,N,No,11.0,1,9985 Barnett Circle,3940,VIC,Australia,7
Gery,Headrick,M,20,1985-08-02,Technical Writer,missing,Affluent Customer,N,No,19.0,0,60855 Fieldstone Avenue,3939,VIC,Australia,6
Edward,Hawkwood,M,12,1987-03-24,Tax Accountant,Telecommunications,High Net Worth,N,No,17.0,1,2 Dixon Crossing,3910,VIC,Australia,7
Garek,De la Barre,M,87,1978-05-01,Technical Writer,missing,Mass Customer,N,Yes,12.0,1,7 Canary Trail,3977,VIC,Australia,10
Phillipp,McMonnies,M,4,1973-08-23,Compensation Analyst,Financial Services,High Net Worth,N,No,9.0,0,09653 Golf View Way,3840,VIC,Australia,2
Cicily,Jenks,F,72,1998-10-23,Senior Financial Analyst,Financial Services,Mass Customer,N,No,4.0,0,433 Mockingbird Center,3840,VIC,Australia,2
Sibylla,Marlon,F,57,1997-08-14,missing,Entertainment,Mass Customer,N,Yes,3.0,1,4 Sycamore Pass,3977,VIC,Australia,5
Moise,Inde,M,83,1989-03-13,Physical Therapy Assistant,missing,Mass Customer,N,Yes,15.0,0,833 Sherman Court,3810,VIC,Australia,6
Damara,Wheatland,F,15,1988-03-08,Structural Engineer,Health,Mass Customer,N,No,10.0,0,0 Fulton Drive,3806,VIC,Australia,8
Giuseppe,Tezure,M,53,1980-11-24,Product Engineer,missing,High Net Worth,N,No,14.0,0,02885 Buhler Court,3804,VIC,Australia,9
Mariam,Guiel,F,82,1978-12-09,Editor,IT,High Net Worth,N,No,14.0,0,8766 Onsgard Plaza,3805,VIC,Australia,8
Crawford,Dreini,M,16,1977-11-05,Statistician I,missing,High Net Worth,N,No,18.0,1,5061 Cottonwood Trail,3765,VIC,Australia,7
Parry,Rigolle,M,65,1986-05-18,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15.0,0,05 Dahle Drive,3757,VIC,Australia,7
Barnett,Morville,M,14,1962-04-11,missing,Retail,Affluent Customer,N,Yes,11.0,0,5063 Shopko Pass,2582,NSW,Australia,8
Creight,Deery,M,67,1979-12-10,Dental Hygienist,Health,High Net Worth,N,No,5.0,0,09 Hagan Pass,3196,VIC,Australia,8
Renelle,Tutin,F,20,1995-11-02,Tax Accountant,Manufacturing,Mass Customer,N,No,4.0,0,87897 Lighthouse Bay Pass,3747,VIC,Australia,4
Jeth,Marien,M,94,1960-09-11,Senior Sales Associate,Manufacturing,Mass Customer,N,No,12.0,0,294 Lawn Junction,3677,VIC,Australia,1
Woody,Dowthwaite,M,9,1970-06-19,Administrative Assistant IV,Telecommunications,Mass Customer,N,No,19.0,1,5 Springview Terrace,3620,VIC,Australia,4
Leisha,Signoret,F,14,1977-12-16,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,14.0,0,9 Logan Drive,3620,VIC,Australia,2
Lowe,Hinckes,M,88,1984-04-10,VP Sales,missing,High Net Worth,N,No,13.0,0,6002 Del Sol Trail,3630,VIC,Australia,2
Curran,Gush,M,83,1997-05-07,Electrical Engineer,Manufacturing,Affluent Customer,N,No,1.0,0,77 Acker Alley,3151,VIC,Australia,10
Bing,Vicar,M,10,1957-09-30,Staff Scientist,Retail,Mass Customer,N,Yes,8.0,0,38 Hansons Place,3023,VIC,Australia,7
Lorettalorna,missing,U,32,1970-01-01,Office Assistant IV,IT,High Net Worth,N,No,0.0,0,30 Crescent Oaks Point,3564,VIC,Australia,2
Jerald,Lesly,M,53,1954-12-28,Electrical Engineer,Manufacturing,High Net Worth,N,No,18.0,0,0784 Utah Plaza,3199,VIC,Australia,7
Phebe,Dockwra,F,1,1980-03-31,Clinical Specialist,Health,Mass Customer,N,Yes,11.0,1,5298 Nevada Circle,3500,VIC,Australia,1
Karee,Hyman,F,0,2000-10-15,Analyst Programmer,Financial Services,Affluent Customer,N,No,2.0,0,0 Ramsey Place,3444,VIC,Australia,4
Isador,Hallitt,M,37,2001-04-04,VP Quality Control,Property,Mass Customer,N,No,1.0,0,7006 Miller Avenue,3444,VIC,Australia,4
Ofella,Walbrook,F,12,1981-02-24,Account Representative I,missing,High Net Worth,N,No,13.0,0,1 Bayside Pass,3076,VIC,Australia,8
Waylin,Eassom,M,69,1993-05-14,Research Nurse,Health,High Net Worth,N,No,6.0,1,43811 Golf View Road,3380,VIC,Australia,1
Gerome,Whittock,M,8,1994-04-11,Dental Hygienist,Health,High Net Worth,N,No,6.0,1,19 Green Ridge Avenue,3340,VIC,Australia,3
Estrella,Carwithen,F,54,1993-02-24,Help Desk Technician,Retail,Mass Customer,N,No,6.0,0,91079 Lukken Way,3338,VIC,Australia,5
Maurice,Blas,M,41,1970-07-04,Design Engineer,Manufacturing,Mass Customer,N,Yes,15.0,0,1450 Gulseth Park,3337,VIC,Australia,5
Gradeigh,Saltmarshe,M,56,1964-12-12,Professor,Manufacturing,Affluent Customer,N,No,19.0,1,1 Boyd Terrace,3280,VIC,Australia,4
